2016.06.23,0:00,1.13258,1.14265,1.12674,1.13318,174400
2016.06.24,0:00,1.13293,1.13362,1.09112,1.10882,214267
2016.06.26,0:00,1.10478,1.10738,1.10104,1.10384,13662
2016.06.27,0:00,1.10403,1.10829,1.09702,1.10129,197082
2016.06.28,0:00,1.10146,1.11109,1.10118,1.10747,151158
2016.06.29,0:00,1.10752,1.11299,1.10485,1.11215,155183
2016.06.30,0:00,1.1121,1.11537,1.10231,1.11019,129661
2016.07.01,0:00,1.11032,1.11687,1.10711,1.1132,128901
2016.07.03,0:00,1.11307,1.11365,1.11219,1.11267,4540
2016.07.04,0:00,1.11273,1.1159,1.10972,1.11437,80898
2016.07.05,0:00,1.11436,1.11855,1.10572,1.10629,169914
2016.07.06,0:00,1.10636,1.1111,1.10279,1.10962,186644
2016.07.07,0:00,1.10946,1.11064,1.1052,1.1063,121798
2016.07.08,0:00,1.10628,1.11199,1.10014,1.10477,134390
2016.07.10,0:00,1.10497,1.10524,1.1041,1.10435,6106
2016.07.11,0:00,1.10428,1.10738,1.10149,1.10561,125845
2016.07.12,0:00,1.10565,1.11252,1.10513,1.10595,145488
2016.07.13,0:00,1.10583,1.11192,1.10413,1.10943,96560
2016.07.14,0:00,1.10942,1.11641,1.10881,1.11056,100281
2016.07.15,0:00,1.11059,1.11464,1.10241,1.10296,77742
2016.07.17,0:00,1.105,1.10591,1.1044,1.10548,4670
2016.07.18,0:00,1.10553,1.10835,1.10369,1.10666,87059
2016.07.19,0:00,1.10671,1.10792,1.09991,1.10127,94510
2016.07.20,0:00,1.10127,1.10295,1.09809,1.10156,119899
2016.07.21,0:00,1.10156,1.10592,1.09786,1.1031,156926
2016.07.22,0:00,1.1031,1.10403,1.09549,1.09734,124295
2016.07.24,0:00,1.09724,1.09741,1.09619,1.0968,3671
2016.07.25,0:00,1.09679,1.09983,1.09511,1.09883,87570
2016.07.26,0:00,1.09878,1.10294,1.09778,1.09864,64991
2016.07.27,0:00,1.09865,1.10725,1.09609,1.10661,77165
2016.07.28,0:00,1.10692,1.11187,1.10585,1.10816,73114
2016.07.29,0:00,1.10819,1.11958,1.10717,1.11685,49421
2016.07.31,0:00,1.11722,1.11825,1.11651,1.11662,3605
2016.08.01,0:00,1.11663,1.11803,1.11547,1.11664,59705
2016.08.02,0:00,1.11671,1.12331,1.11614,1.1217,69661
2016.08.03,0:00,1.12168,1.12182,1.11403,1.11493,57762
2016.08.04,0:00,1.1149,1.11553,1.11132,1.11342,58451
2016.08.05,0:00,1.11337,1.11606,1.10454,1.10842,57160
2016.08.07,0:00,1.10778,1.10918,1.10778,1.10862,4524
2016.08.08,0:00,1.10863,1.11044,1.10715,1.10843,47674
2016.08.09,0:00,1.10852,1.11218,1.10699,1.1117,52131
2016.08.10,0:00,1.11173,1.11908,1.11173,1.11845,63566
2016.08.11,0:00,1.11848,1.11895,1.11346,1.11377,52746
2016.08.12,0:00,1.11378,1.12205,1.11307,1.11595,55034
2016.08.14,0:00,1.11669,1.11679,1.11565,1.11635,2987
2016.08.15,0:00,1.11633,1.12026,1.11529,1.11813,47659
2016.08.16,0:00,1.11815,1.13218,1.11767,1.12754,74914
2016.08.17,0:00,1.12752,1.13152,1.12401,1.12984,70996
2016.08.18,0:00,1.12973,1.13655,1.12946,1.13468,74810
2016.08.19,0:00,1.13463,1.13483,1.13037,1.13211,59602
2016.08.21,0:00,1.13081,1.13201,1.12933,1.12961,4291
2016.08.22,0:00,1.12965,1.133,1.12703,1.13167,60439
2016.08.23,0:00,1.13158,1.13545,1.1299,1.1301,59713
2016.08.24,0:00,1.13004,1.13097,1.12447,1.12604,53370
2016.08.25,0:00,1.12594,1.12968,1.12586,1.1286,46027
2016.08.26,0:00,1.12857,1.134,1.11799,1.11953,83845
2016.08.28,0:00,1.11829,1.12001,1.1178,1.11967,4754
2016.08.29,0:00,1.11966,1.1207,1.11575,1.11898,59744
2016.08.30,0:00,1.11894,1.11902,1.11315,1.11493,58467
2016.08.31,0:00,1.11492,1.11651,1.1123,1.11558,43664
2016.09.01,0:00,1.1156,1.12043,1.11274,1.11978,60501
2016.09.02,0:00,1.11974,1.12515,1.11499,1.11519,76954
2016.09.04,0:00,1.1156,1.11585,1.11513,1.11575,4370
2016.09.05,0:00,1.11574,1.11816,1.11387,1.11497,48953
2016.09.06,0:00,1.11496,1.12623,1.11397,1.1245,71081
2016.09.07,0:00,1.12451,1.12708,1.12283,1.12376,62819
2016.09.08,0:00,1.12378,1.13263,1.1234,1.12677,82938
2016.09.09,0:00,1.12655,1.12842,1.1198,1.12306,67882
2016.09.11,0:00,1.12321,1.12395,1.12288,1.12392,4696
2016.09.12,0:00,1.12382,1.12669,1.12099,1.12398,76571
2016.09.13,0:00,1.12385,1.12597,1.12035,1.12185,72733
2016.09.14,0:00,1.12171,1.12732,1.12132,1.12445,68465
2016.09.15,0:00,1.12448,1.12834,1.12186,1.1246,73650
2016.09.16,0:00,1.12454,1.12473,1.1149,1.11509,66472
2016.09.18,0:00,1.11531,1.116,1.11517,1.11571,4246
2016.09.19,0:00,1.11565,1.11972,1.11499,1.11763,56785
2016.09.20,0:00,1.11764,1.12126,1.1149,1.11525,60611
2016.09.21,0:00,1.11523,1.11956,1.11224,1.11887,78847
2016.09.22,0:00,1.11902,1.12565,1.11845,1.12076,67373
2016.09.23,0:00,1.12071,1.12399,1.11933,1.12232,57610
2016.09.25,0:00,1.12289,1.12404,1.12229,1.12368,4519
2016.09.26,0:00,1.12373,1.12783,1.12206,1.12493,58265
2016.09.27,0:00,1.12494,1.1258,1.11904,1.12164,64433
2016.09.28,0:00,1.12143,1.12364,1.11813,1.12226,64688
2016.09.29,0:00,1.12224,1.12491,1.11964,1.12181,68767
2016.09.30,0:00,1.12182,1.12502,1.11529,1.12349,76847
2016.10.02,0:00,1.12255,1.12429,1.12255,1.12323,7295
2016.10.03,0:00,1.12313,1.12411,1.12046,1.12086,54645
2016.10.04,0:00,1.12096,1.12382,1.11374,1.12086,91534
2016.10.05,0:00,1.12088,1.12327,1.11891,1.12052,65683
2016.10.06,0:00,1.12057,1.12096,1.11245,1.1141,69634
2016.10.07,0:00,1.11419,1.12041,1.11038,1.11967,97210
2016.10.09,0:00,1.11844,1.1202,1.11782,1.1194,19465
2016.10.10,0:00,1.11934,1.11995,1.11308,1.11399,48943
2016.10.11,0:00,1.11383,1.11383,1.10483,1.10566,67079
2016.10.12,0:00,1.1057,1.10604,1.1004,1.10098,75911
2016.10.13,0:00,1.10104,1.10577,1.09849,1.10474,71747
2016.10.14,0:00,1.10452,1.10549,1.09699,1.09701,62033
2016.10.16,0:00,1.09696,1.09724,1.09648,1.09649,2743
2016.10.17,0:00,1.09652,1.10135,1.09633,1.10102,56861
2016.10.18,0:00,1.1009,1.10257,1.09695,1.0974,55235
2016.10.19,0:00,1.09735,1.1004,1.09544,1.09739,57289
2016.10.20,0:00,1.09737,1.10386,1.09154,1.09286,67370
2016.10.21,0:00,1.09287,1.09288,1.0859,1.08826,51303
2016.10.23,0:00,1.08808,1.08839,1.08731,1.08796,3185
2016.10.24,0:00,1.08807,1.0899,1.08591,1.08724,50582
2016.10.25,0:00,1.08727,1.0904,1.08505,1.08856,57123
2016.10.26,0:00,1.08858,1.09451,1.08738,1.09091,57927
2016.10.27,0:00,1.09078,1.09415,1.08821,1.08966,59852
2016.10.28,0:00,1.08954,1.09909,1.08944,1.09828,67336
2016.10.30,0:00,1.09902,1.09905,1.09752,1.09817,5091
2016.10.31,0:00,1.09814,1.09819,1.09354,1.09702,47792
2016.11.01,0:00,1.09696,1.10683,1.09595,1.10548,60607
2016.11.02,0:00,1.10557,1.11225,1.10491,1.10932,72280
2016.11.03,0:00,1.10932,1.11251,1.10591,1.10992,69356
