2003.09.18,23:00,1.13589,1.1534,1.13589,1.1477,2322
2003.09.25,23:00,1.1477,1.1766,1.1394,1.1568,6531
2003.10.02,23:00,1.1568,1.1857,1.1532,1.18009,4172
2003.10.09,23:00,1.18009,1.1813,1.15441,1.1672,4090
2003.10.16,23:00,1.1672,1.1855,1.16,1.1794,3881
2003.10.24,0:00,1.1794,1.1794,1.15631,1.158,2479
2003.10.31,0:00,1.15799,1.1617,1.1373,1.1533,4412
2003.11.07,0:00,1.1533,1.18029,1.14431,1.178,4727
2003.11.14,0:00,1.178,1.1976,1.17261,1.1915,3649
2003.11.21,0:00,1.1915,1.2013,1.175,1.1989,4521
2003.11.28,0:00,1.1989,1.2176,1.1935,1.21639,3072
2003.12.05,0:00,1.21639,1.23049,1.2112,1.2292,2578
2003.12.12,0:00,1.2292,1.2438,1.21281,1.2376,5359
2003.12.19,0:00,1.2376,1.24679,1.2346,1.24259,1940
2003.12.26,0:00,1.24259,1.2646,1.2424,1.2591,2790
2004.01.02,0:00,1.2591,1.2867,1.2557,1.2841,3701
2004.01.09,0:00,1.2841,1.2896,1.23501,1.23711,6220
2004.01.16,0:00,1.2371,1.2774,1.23311,1.2586,6709
2004.01.23,0:00,1.2586,1.2663,1.2348,1.24731,5172
2004.01.30,0:00,1.2473,1.2724,1.2389,1.2701,4421
2004.02.06,0:00,1.2701,1.28919,1.2563,1.2739,6199
2004.02.13,0:00,1.2739,1.2927,1.24921,1.2522,6529
2004.02.20,0:00,1.2522,1.2712,1.23691,1.24931,6570
2004.02.27,0:00,1.2493,1.254,1.2055,1.2373,8501
2004.03.05,0:00,1.2373,1.2456,1.216,1.222,4391
2004.03.12,0:00,1.222,1.243,1.21701,1.2274,4659
2004.03.19,0:00,1.2274,1.2399,1.20691,1.2124,5099
2004.03.25,23:00,1.21239,1.23869,1.2044,1.2134,6758
2004.04.01,23:00,1.2134,1.2218,1.198,1.2086,4281
2004.04.08,23:00,1.20859,1.2098,1.18671,1.19891,3651
2004.04.15,23:00,1.1989,1.2077,1.1776,1.1835,4481
2004.04.22,23:00,1.1835,1.2012,1.1758,1.198,3631
2004.04.29,23:00,1.198,1.218,1.1874,1.18861,5182
2004.05.06,23:00,1.1886,1.1941,1.1771,1.1879,3331
2004.05.13,23:00,1.1879,1.2067,1.1876,1.1993,2681
2004.05.20,23:00,1.1993,1.2294,1.1931,1.2212,5071
2004.05.27,23:00,1.2212,1.23059,1.2136,1.22869,2650
2004.06.03,23:00,1.22869,1.235,1.1964,1.2018,5032
